Year,Month,Visitors,Average high temperature,Average low temperature,Average temperature,extra vacation,Island,Country
2011,9,371786.2199,74.2,56.7,65.45,1,HawaiiIsland,US_West
2011,10,407615.965,72.9,56.2,64.55,1,HawaiiIsland,US_West
2011,11,448182.3959,71,55.5,63.25,2,HawaiiIsland,US_West
2011,12,504805.7696,69.4,53.6,61.5,2,HawaiiIsland,US_West
2012,1,468462.4081,69.8,53.4,61.6,2,HawaiiIsland,US_West
2012,2,445135.3865,65.9,50.6,58.25,1,HawaiiIsland,US_West
2012,3,520440.7215,68.8,53,60.9,0,HawaiiIsland,US_West
2012,4,502989.3408,69.6,53.3,61.45,1,HawaiiIsland,US_West
2012,5,438590.4412,71.4,54.1,62.75,0,HawaiiIsland,US_West
2012,6,488084.0536,71.5,55.5,63.5,1,HawaiiIsland,US_West
2012,7,521062.4614,72.6,56.2,64.4,0,HawaiiIsland,US_West
2012,8,506116.8945,74.5,57.2,65.85,0,HawaiiIsland,US_West
2012,9,361516.9725,72.2,56.5,64.4,1,HawaiiIsland,US_West
2012,10,436765.3507,73.2,57,65.1,1,HawaiiIsland,US_West
2012,11,494823.0489,71.8,54.7,63.25,2,HawaiiIsland,US_West
2012,12,558470.0059,70.5,54.6,62.55,2,HawaiiIsland,US_West
2013,1,490984.6448,68.6,52.8,60.7,2,HawaiiIsland,US_West
2013,2,471596.9632,68.8,50.3,59.55,1,HawaiiIsland,US_West
2013,3,547634.6802,67.7,51.3,59.5,0,HawaiiIsland,US_West
2013,4,471873.8976,67.6,51.9,59.75,1,HawaiiIsland,US_West
2013,5,429726.7637,71.1,56.3,63.7,0,HawaiiIsland,US_West
2013,6,519811.6859,70.2,54.8,62.5,1,HawaiiIsland,US_West
2013,7,499166.9542,74.4,57.9,66.15,0,HawaiiIsland,US_West
2013,8,484791.2501,74.9,57,65.95,0,HawaiiIsland,US_West
2013,9,347359.2563,75.6,58.2,66.9,1,HawaiiIsland,US_West
2013,10,398734.5338,73.2,58.1,65.65,1,HawaiiIsland,US_West
2013,11,457732.3499,62.2,49,55.6,2,HawaiiIsland,US_West
2013,12,511205.9293,63.4,49.7,56.55,2,HawaiiIsland,US_West
2014,1,474469.4386,67.4,52.7,60.05,2,HawaiiIsland,US_West
2014,2,444585.8763,69.3,55.4,62.35,1,HawaiiIsland,US_West
2014,3,486225.9305,68.9,54,61.45,0,HawaiiIsland,US_West
2014,4,456974.0159,70.6,54.3,62.45,1,HawaiiIsland,US_West
2014,5,431511.3225,71.1,56.3,63.7,0,HawaiiIsland,US_West
2014,6,522217.5813,71.3,54.4,62.85,1,HawaiiIsland,US_West
2014,7,548547.8894,75.2,58.4,66.8,0,HawaiiIsland,US_West
2014,8,504357.6164,76.4,58.4,67.4,0,HawaiiIsland,US_West
2014,9,371044.6156,65.6,51.6,58.6,1,HawaiiIsland,US_West
2014,10,432134.2626,74.2,59.4,66.8,1,HawaiiIsland,US_West
2014,11,479390.201,71.9,56.5,64.2,2,HawaiiIsland,US_West
2014,12,581397.9919,67.9,51,59.45,2,HawaiiIsland,US_West
2015,1,491561.7807,62.9,48.2,55.55,2,HawaiiIsland,US_West
2015,2,465080.9114,68.8,53.9,61.35,1,HawaiiIsland,US_West
2015,3,581600.3624,68,52.5,60.25,0,HawaiiIsland,US_West
2015,4,528077.3001,72.2,55,63.6,1,HawaiiIsland,US_West
2015,5,496815.6441,65.6,51.5,58.55,0,HawaiiIsland,US_West
2015,6,599710.6031,73.1,55.5,64.3,1,HawaiiIsland,US_West
2015,7,606150.5543,75.5,60.3,67.9,0,HawaiiIsland,US_West
2015,8,537606.6086,77,62.9,69.95,0,HawaiiIsland,US_West
2015,9,397623.9212,73.4,60.4,66.9,1,HawaiiIsland,US_West
2015,10,475391.1805,75.3,59.5,67.4,1,HawaiiIsland,US_West
2015,11,501867.6729,71.6,56.2,63.9,2,HawaiiIsland,US_West
2015,12,603721.6762,50.1,38.7,44.4,2,HawaiiIsland,US_West
2007,1,873322.415,80.9,68.8,74.85,2,Kaua'i,Canada
2007,2,839479.3439,80.2,66.7,73.45,1,Kaua'i,Canada
2007,3,795222.2992,80.5,67.9,74.2,0,Kaua'i,Canada
2007,4,413661.0426,83.6,69.7,76.65,1,Kaua'i,Canada
2007,5,370975.4669,85,71.6,78.3,0,Kaua'i,Canada
2007,6,238558.5857,87.3,74.1,80.7,1,Kaua'i,Canada
2007,7,282611.7949,88,75.2,81.6,0,Kaua'i,Canada
2007,8,312643.2219,88.3,75.8,82.05,0,Kaua'i,Canada
2007,9,268197.3267,88.2,74.9,81.55,1,Kaua'i,Canada
2007,10,403324.209,86.3,74,80.15,1,Kaua'i,Canada
2007,11,558868.2787,82.7,70.5,76.6,2,Kaua'i,Canada
2007,12,887910.562,80,71.1,75.55,2,Kaua'i,Canada
2008,1,1013007.098,79.5,67.6,73.55,2,Kaua'i,Canada
2008,2,726191.8057,81,68.4,74.7,1,Kaua'i,Canada
2008,3,517452.013,83.8,70.7,77.25,0,Kaua'i,Canada
2008,4,451212.1838,83.7,70.7,77.2,1,Kaua'i,Canada
2008,5,360966.1741,85.5,72.9,79.2,0,Kaua'i,Canada
2008,6,133638.9378,86.8,74.1,80.45,1,Kaua'i,Canada
2008,7,238357.8229,88.9,75.5,82.2,0,Kaua'i,Canada
2008,8,256433.1016,88.4,74.8,81.6,0,Kaua'i,Canada
2008,9,180433.2025,87.4,73.5,80.45,1,Kaua'i,Canada
2008,10,330345.8069,85.6,73.7,79.65,1,Kaua'i,Canada
2008,11,376322.3156,83.2,71.3,77.25,2,Kaua'i,Canada
2008,12,551244.8624,83.2,71.3,77.25,2,Kaua'i,Canada
2009,1,508830.7077,66.9,52.7,59.8,2,Kaua'i,Canada
2009,2,536929.0496,66.9,51.4,59.15,1,Kaua'i,Canada
2009,3,519078.4514,66.7,52.2,59.45,0,Kaua'i,Canada
2009,4,471615.2575,68.2,53.5,60.85,1,Kaua'i,Canada
2009,5,236238.4053,70.2,56.7,63.45,0,Kaua'i,Canada
2009,6,173675.1775,73.9,51.8,62.85,1,Kaua'i,Canada
2009,7,246128.1337,74.5,58.8,66.65,0,Kaua'i,Canada
2009,8,236691.4207,76.2,58.9,67.55,0,Kaua'i,Canada
2009,9,210420.1706,75.6,58,66.8,1,Kaua'i,Canada
2009,10,342430.061,75.1,59.8,67.45,1,Kaua'i,Canada
2009,11,341478.5847,72.5,56.1,64.3,2,Kaua'i,Canada
2009,12,640264.8189,70.1,53.7,61.9,2,Kaua'i,Canada
2010,1,646954.8999,69.2,54,61.6,2,Kaua'i,Canada
2010,2,745704.9697,68,51.7,59.85,1,Kaua'i,Canada
2010,3,636500.8039,69.1,52.6,60.85,0,Kaua'i,Canada
2010,4,528771.6353,69.7,53.4,61.55,1,Kaua'i,Canada
2010,5,287616.1317,71.6,55.4,63.5,0,Kaua'i,Canada
2010,6,170663.2174,73.3,56,64.65,1,Kaua'i,Canada
2010,7,281363.7139,74.2,56.5,65.35,0,Kaua'i,Canada
2010,8,299812.7214,74.3,56.7,65.5,0,Kaua'i,Canada
2010,9,226200.5325,74.3,56.7,65.5,1,Kaua'i,Canada
2010,10,379764.2558,74,57,65.5,1,Kaua'i,Canada
2010,11,485888.3668,72.1,55.9,64,2,Kaua'i,Canada
2010,12,773486.8587,70,55.4,62.7,2,Kaua'i,Canada
2011,1,831704.0406,67.8,53.1,60.45,2,Kaua'i,Canada
2011,2,878388.8877,68.2,54.7,61.45,1,Kaua'i,Canada
2011,3,878483.2565,69.8,54.5,62.15,0,Kaua'i,Canada
2011,4,610654.2716,69.7,55.3,62.5,1,Kaua'i,Canada
2011,5,298230.2614,71.5,56.6,64.05,0,Kaua'i,Canada
2011,6,161327.7564,72.1,56.4,64.25,1,Kaua'i,Canada
2011,7,341217.4905,73.6,56.5,65.05,0,Kaua'i,Canada
2011,8,342466.1252,74.6,57.1,65.85,0,Kaua'i,Canada
2011,9,250543.876,74.2,56.7,65.45,1,Kaua'i,Canada
2011,10,410317.5693,72.9,56.2,64.55,1,Kaua'i,Canada
2011,11,497475.0994,71,55.5,63.25,2,Kaua'i,Canada
2011,12,911957.4469,69.4,53.6,61.5,2,Kaua'i,Canada
2012,1,862066.1146,69.8,53.4,61.6,2,Kaua'i,Canada
2012,2,883207.8338,65.9,50.6,58.25,1,Kaua'i,Canada
2012,3,896562.5745,68.8,53,60.9,0,Kaua'i,Canada
2012,4,640627.1952,69.6,53.3,61.45,1,Kaua'i,Canada
2012,5,315507.0612,71.4,54.1,62.75,0,Kaua'i,Canada
2012,6,232572.1345,71.5,55.5,63.5,1,Kaua'i,Canada
2012,7,343701.865,72.6,56.2,64.4,0,Kaua'i,Canada
2012,8,416266.4223,74.5,57.2,65.85,0,Kaua'i,Canada
2012,9,311472.7205,72.2,56.5,64.4,1,Kaua'i,Canada
2012,10,371281.4,73.2,57,65.1,1,Kaua'i,Canada
2012,11,547424.4018,71.8,54.7,63.25,2,Kaua'i,Canada
2012,12,799816.786,70.5,54.6,62.55,2,Kaua'i,Canada
2013,1,987866.2595,68.6,52.8,60.7,2,Kaua'i,Canada
2013,2,947841.9717,68.8,50.3,59.55,1,Kaua'i,Canada
2013,3,847900.9848,67.7,51.3,59.5,0,Kaua'i,Canada
2013,4,525775.9041,67.6,51.9,59.75,1,Kaua'i,Canada
2013,5,367921.0645,71.1,56.3,63.7,0,Kaua'i,Canada
2013,6,228616.8441,70.2,54.8,62.5,1,Kaua'i,Canada
2013,7,357647.4567,74.4,57.9,66.15,0,Kaua'i,Canada
2013,8,375513.723,74.9,57,65.95,0,Kaua'i,Canada
2013,9,285498.0244,75.6,58.2,66.9,1,Kaua'i,Canada
2013,10,430810.0225,73.2,58.1,65.65,1,Kaua'i,Canada
2013,11,630357.4272,62.2,49,55.6,2,Kaua'i,Canada
2013,12,961819.1178,63.4,49.7,56.55,2,Kaua'i,Canada
2014,1,1090222.441,67.4,52.7,60.05,2,Kaua'i,Canada
2014,2,962380.7085,69.3,55.4,62.35,1,Kaua'i,Canada
2014,3,1041040.263,68.9,54,61.45,0,Kaua'i,Canada
2014,4,711843.8902,70.6,54.3,62.45,1,Kaua'i,Canada
2014,5,413717.7079,71.1,56.3,63.7,0,Kaua'i,Canada
2014,6,252888.2993,71.3,54.4,62.85,1,Kaua'i,Canada
2014,7,407909.5033,75.2,58.4,66.8,0,Kaua'i,Canada
2014,8,420391.4207,76.4,58.4,67.4,0,Kaua'i,Canada
2014,9,326739.5478,65.6,51.6,58.6,1,Kaua'i,Canada
2014,10,425817.1163,74.2,59.4,66.8,1,Kaua'i,Canada
2014,11,682716.8058,71.9,56.5,64.2,2,Kaua'i,Canada
2014,12,973671.6861,67.9,51,59.45,2,Kaua'i,Canada
2015,1,1117767.861,62.9,48.2,55.55,2,Kaua'i,Canada
2015,2,1005743.839,68.8,53.9,61.35,1,Kaua'i,Canada
2015,3,1041555.867,68,52.5,60.25,0,Kaua'i,Canada
2015,4,638744.765,72.2,55,63.6,1,Kaua'i,Canada
2015,5,371555.9676,65.6,51.5,58.55,0,Kaua'i,Canada
2015,6,245327.4258,73.1,55.5,64.3,1,Kaua'i,Canada
2015,7,412154.9235,75.5,60.3,67.9,0,Kaua'i,Canada
2015,8,426446.7126,77,62.9,69.95,0,Kaua'i,Canada
2015,9,317580.8922,73.4,60.4,66.9,1,Kaua'i,Canada
2015,10,473820.0284,75.3,59.5,67.4,1,Kaua'i,Canada
2015,11,577408.6263,71.6,56.2,63.9,2,Kaua'i,Canada
2015,12,898730.1425,50.1,38.7,44.4,2,Kaua'i,Canada
2007,1,292825.7826,80.9,68.8,74.85,2,Kaua'i,Japan
2007,2,322734.2459,80.2,66.7,73.45,1,Kaua'i,Japan
2007,3,391166.4079,80.5,67.9,74.2,0,Kaua'i,Japan
2007,4,187048.0195,83.6,69.7,76.65,1,Kaua'i,Japan
2007,5,201616.6339,85,71.6,78.3,0,Kaua'i,Japan
2007,6,240404.5857,87.3,74.1,80.7,1,Kaua'i,Japan
2007,7,286525.3527,88,75.2,81.6,0,Kaua'i,Japan
2007,8,478553.0128,88.3,75.8,82.05,0,Kaua'i,Japan
2007,9,234209.8555,88.2,74.9,81.55,1,Kaua'i,Japan
2007,10,299589.0062,86.3,74,80.15,1,Kaua'i,Japan
2007,11,186118.1835,82.7,70.5,76.6,2,Kaua'i,Japan
2007,12,319315.7303,80,71.1,75.55,2,Kaua'i,Japan
2008,1,265082.9129,79.5,67.6,73.55,2,Kaua'i,Japan
2008,2,201763.2672,81,68.4,74.7,1,Kaua'i,Japan
2008,3,240291.4401,83.8,70.7,77.25,0,Kaua'i,Japan
2008,4,158010.1237,83.7,70.7,77.2,1,Kaua'i,Japan
2008,5,162219.1996,85.5,72.9,79.2,0,Kaua'i,Japan
2008,6,262427.9188,86.8,74.1,80.45,1,Kaua'i,Japan
2008,7,371447.269,88.9,75.5,82.2,0,Kaua'i,Japan
2008,8,214508.1059,88.4,74.8,81.6,0,Kaua'i,Japan
2008,9,179051.0536,87.4,73.5,80.45,1,Kaua'i,Japan
2008,10,149977.8637,85.6,73.7,79.65,1,Kaua'i,Japan
2008,11,194581.9114,83.2,71.3,77.25,2,Kaua'i,Japan
2008,12,217335.3325,83.2,71.3,77.25,2,Kaua'i,Japan
2009,1,160967.3898,66.9,52.7,59.8,2,Kaua'i,Japan
2009,2,201643.2909,66.9,51.4,59.15,1,Kaua'i,Japan
2009,3,245543.646,66.7,52.2,59.45,0,Kaua'i,Japan
2009,4,144677.9779,68.2,53.5,60.85,1,Kaua'i,Japan
2009,5,165893.7469,70.2,56.7,63.45,0,Kaua'i,Japan
2009,6,113454.37,73.9,51.8,62.85,1,Kaua'i,Japan
2009,7,129844.8538,74.5,58.8,66.65,0,Kaua'i,Japan
2009,8,159446.9266,76.2,58.9,67.55,0,Kaua'i,Japan
2009,9,228573.5112,75.6,58,66.8,1,Kaua'i,Japan
2009,10,143916.1962,75.1,59.8,67.45,1,Kaua'i,Japan
2009,11,117693.5522,72.5,56.1,64.3,2,Kaua'i,Japan
2009,12,277561.4956,70.1,53.7,61.9,2,Kaua'i,Japan
2010,1,141630.2406,69.2,54,61.6,2,Kaua'i,Japan
2010,2,184993.0695,68,51.7,59.85,1,Kaua'i,Japan
2010,3,218185.9909,69.1,52.6,60.85,0,Kaua'i,Japan
2010,4,88707.19187,69.7,53.4,61.55,1,Kaua'i,Japan
2010,5,146698.0065,71.6,55.4,63.5,0,Kaua'i,Japan
2010,6,180911.7703,73.3,56,64.65,1,Kaua'i,Japan
2010,7,171477.9825,74.2,56.5,65.35,0,Kaua'i,Japan
2010,8,214357.7969,74.3,56.7,65.5,0,Kaua'i,Japan
2010,9,224414.1613,74.3,56.7,65.5,1,Kaua'i,Japan
2010,10,150173.7193,74,57,65.5,1,Kaua'i,Japan
2010,11,192747.5281,72.1,55.9,64,2,Kaua'i,Japan
2010,12,221269.0792,70,55.4,62.7,2,Kaua'i,Japan
2011,1,192560.8773,67.8,53.1,60.45,2,Kaua'i,Japan
2011,2,245520.4745,68.2,54.7,61.45,1,Kaua'i,Japan
2011,3,126223.9264,69.8,54.5,62.15,0,Kaua'i,Japan
2011,4,92311.88486,69.7,55.3,62.5,1,Kaua'i,Japan
2011,5,136394.4022,71.5,56.6,64.05,0,Kaua'i,Japan
2011,6,228102.8168,72.1,56.4,64.25,1,Kaua'i,Japan
2011,7,223757.3167,73.6,56.5,65.05,0,Kaua'i,Japan
2011,8,222960.2633,74.6,57.1,65.85,0,Kaua'i,Japan
2011,9,239396.3773,74.2,56.7,65.45,1,Kaua'i,Japan
2011,10,233630.0511,72.9,56.2,64.55,1,Kaua'i,Japan
2011,11,178114.9587,71,55.5,63.25,2,Kaua'i,Japan
2011,12,238126.2877,69.4,53.6,61.5,2,Kaua'i,Japan
2012,1,220977.0692,69.8,53.4,61.6,2,Kaua'i,Japan
2012,2,225542.7702,65.9,50.6,58.25,1,Kaua'i,Japan
2012,3,167867.1893,68.8,53,60.9,0,Kaua'i,Japan
2012,4,132338.2956,69.6,53.3,61.45,1,Kaua'i,Japan
2012,5,195684.1469,71.4,54.1,62.75,0,Kaua'i,Japan
2012,6,336068.3321,71.5,55.5,63.5,1,Kaua'i,Japan
2012,7,225808.3424,72.6,56.2,64.4,0,Kaua'i,Japan
2012,8,328605.553,74.5,57.2,65.85,0,Kaua'i,Japan
2012,9,218426.1833,72.2,56.5,64.4,1,Kaua'i,Japan
2012,10,303354.6639,73.2,57,65.1,1,Kaua'i,Japan
2012,11,182158.4523,71.8,54.7,63.25,2,Kaua'i,Japan
2012,12,253883.4704,70.5,54.6,62.55,2,Kaua'i,Japan
2013,1,276722.5463,68.6,52.8,60.7,2,Kaua'i,Japan
2013,2,326541.1164,68.8,50.3,59.55,1,Kaua'i,Japan
2013,3,197265.6634,67.7,51.3,59.5,0,Kaua'i,Japan
2013,4,213987.3406,67.6,51.9,59.75,1,Kaua'i,Japan
2013,5,223560.9043,71.1,56.3,63.7,0,Kaua'i,Japan
2013,6,247911.6205,70.2,54.8,62.5,1,Kaua'i,Japan
2013,7,273903.1342,74.4,57.9,66.15,0,Kaua'i,Japan
2013,8,254612.9881,74.9,57,65.95,0,Kaua'i,Japan
2013,9,267560.2911,75.6,58.2,66.9,1,Kaua'i,Japan
2013,10,242790.7179,73.2,58.1,65.65,1,Kaua'i,Japan
2013,11,192413.7679,62.2,49,55.6,2,Kaua'i,Japan
2013,12,225746.4438,63.4,49.7,56.55,2,Kaua'i,Japan
2014,1,198622.1694,67.4,52.7,60.05,2,Kaua'i,Japan
2014,2,199530.9937,69.3,55.4,62.35,1,Kaua'i,Japan
2014,3,212224.3317,68.9,54,61.45,0,Kaua'i,Japan
2014,4,160836.6606,70.6,54.3,62.45,1,Kaua'i,Japan
2014,5,146090.8245,71.1,56.3,63.7,0,Kaua'i,Japan
2014,6,219977.0402,71.3,54.4,62.85,1,Kaua'i,Japan
2014,7,200581.9103,75.2,58.4,66.8,0,Kaua'i,Japan
2014,8,231305.1195,76.4,58.4,67.4,0,Kaua'i,Japan
2014,9,180534.019,65.6,51.6,58.6,1,Kaua'i,Japan
2014,10,132838.724,74.2,59.4,66.8,1,Kaua'i,Japan
2014,11,234842.5465,71.9,56.5,64.2,2,Kaua'i,Japan
2014,12,276299.5738,67.9,51,59.45,2,Kaua'i,Japan
2015,1,221554.5993,62.9,48.2,55.55,2,Kaua'i,Japan
2015,2,187218.1835,68.8,53.9,61.35,1,Kaua'i,Japan
2015,3,213246.7216,68,52.5,60.25,0,Kaua'i,Japan
2015,4,116811.762,72.2,55,63.6,1,Kaua'i,Japan
2015,5,215450.7125,65.6,51.5,58.55,0,Kaua'i,Japan
2015,6,267422.8059,73.1,55.5,64.3,1,Kaua'i,Japan
2015,7,221945.9421,75.5,60.3,67.9,0,Kaua'i,Japan
2015,8,241100.3425,77,62.9,69.95,0,Kaua'i,Japan
2015,9,241660.5082,73.4,60.4,66.9,1,Kaua'i,Japan
2015,10,211547.0236,75.3,59.5,67.4,1,Kaua'i,Japan
2015,11,213147.5767,71.6,56.2,63.9,2,Kaua'i,Japan
2015,12,10357975.97,50.1,38.7,44.4,2,Kaua'i,Japan
2007,1,390578.1976,80.9,68.8,74.85,2,Kaua'i,US_East
2007,2,366317.0146,80.2,66.7,73.45,1,Kaua'i,US_East
2007,3,426779.7561,80.5,67.9,74.2,0,Kaua'i,US_East
2007,4,357670.4519,83.6,69.7,76.65,1,Kaua'i,US_East
2007,5,403512.7489,85,71.6,78.3,0,Kaua'i,US_East
2007,6,483250.4893,87.3,74.1,80.7,1,Kaua'i,US_East
2007,7,461643.5164,88,75.2,81.6,0,Kaua'i,US_East
2007,8,383971.6082,88.3,75.8,82.05,0,Kaua'i,US_East
2007,9,367569.4802,88.2,74.9,81.55,1,Kaua'i,US_East
2007,10,348018.2469,86.3,74,80.15,1,Kaua'i,US_East
2007,11,282790.0169,82.7,70.5,76.6,2,Kaua'i,US_East
2007,12,341205.289,80,71.1,75.55,2,Kaua'i,US_East
2008,1,360471.3391,79.5,67.6,73.55,2,Kaua'i,US_East
2008,2,345545.562,81,68.4,74.7,1,Kaua'i,US_East
2008,3,331326.6826,83.8,70.7,77.25,0,Kaua'i,US_East
2008,4,272475.0651,83.7,70.7,77.2,1,Kaua'i,US_East
2008,5,302163.8118,85.5,72.9,79.2,0,Kaua'i,US_East
2008,6,357861.0646,86.8,74.1,80.45,1,Kaua'i,US_East
2008,7,341979.3654,88.9,75.5,82.2,0,Kaua'i,US_East
2008,8,285479.7154,88.4,74.8,81.6,0,Kaua'i,US_East
2008,9,231447.5502,87.4,73.5,80.45,1,Kaua'i,US_East
2008,10,257514.399,85.6,73.7,79.65,1,Kaua'i,US_East
2008,11,201186.5992,83.2,71.3,77.25,2,Kaua'i,US_East
2008,12,227327.2886,83.2,71.3,77.25,2,Kaua'i,US_East
2009,1,271933.0796,66.9,52.7,59.8,2,Kaua'i,US_East
2009,2,264123.8554,66.9,51.4,59.15,1,Kaua'i,US_East
2009,3,249570.8745,66.7,52.2,59.45,0,Kaua'i,US_East
2009,4,230192.5311,68.2,53.5,60.85,1,Kaua'i,US_East
2009,5,271238.8447,70.2,56.7,63.45,0,Kaua'i,US_East
2009,6,303855.683,73.9,51.8,62.85,1,Kaua'i,US_East
2009,7,313298.5612,74.5,58.8,66.65,0,Kaua'i,US_East
2009,8,263296.6608,76.2,58.9,67.55,0,Kaua'i,US_East
2009,9,242862.9917,75.6,58,66.8,1,Kaua'i,US_East
2009,10,244855.324,75.1,59.8,67.45,1,Kaua'i,US_East
2009,11,182636.7386,72.5,56.1,64.3,2,Kaua'i,US_East
2009,12,231894.9619,70.1,53.7,61.9,2,Kaua'i,US_East
2010,1,271755.3217,69.2,54,61.6,2,Kaua'i,US_East
2010,2,246438.3899,68,51.7,59.85,1,Kaua'i,US_East
2010,3,265131.3414,69.1,52.6,60.85,0,Kaua'i,US_East
2010,4,231592.1791,69.7,53.4,61.55,1,Kaua'i,US_East
2010,5,250825.8987,71.6,55.4,63.5,0,Kaua'i,US_East
2010,6,326677.3684,73.3,56,64.65,1,Kaua'i,US_East
2010,7,356576.2041,74.2,56.5,65.35,0,Kaua'i,US_East
2010,8,261773.7624,74.3,56.7,65.5,0,Kaua'i,US_East
2010,9,233050.2373,74.3,56.7,65.5,1,Kaua'i,US_East
2010,10,247251.5019,74,57,65.5,1,Kaua'i,US_East
2010,11,192835.2174,72.1,55.9,64,2,Kaua'i,US_East
2010,12,252845.1432,70,55.4,62.7,2,Kaua'i,US_East
2011,1,281851.6876,67.8,53.1,60.45,2,Kaua'i,US_East
2011,2,284074.7684,68.2,54.7,61.45,1,Kaua'i,US_East
2011,3,288635.209,69.8,54.5,62.15,0,Kaua'i,US_East
2011,4,231074.6089,69.7,55.3,62.5,1,Kaua'i,US_East
2011,5,248215.9086,71.5,56.6,64.05,0,Kaua'i,US_East
2011,6,314378.2229,72.1,56.4,64.25,1,Kaua'i,US_East
2011,7,343049.2353,73.6,56.5,65.05,0,Kaua'i,US_East
2011,8,253403.0803,74.6,57.1,65.85,0,Kaua'i,US_East
2011,9,246727.8416,74.2,56.7,65.45,1,Kaua'i,US_East
2011,10,244186.1564,72.9,56.2,64.55,1,Kaua'i,US_East
2011,11,195399.4176,71,55.5,63.25,2,Kaua'i,US_East
2011,12,269962.816,69.4,53.6,61.5,2,Kaua'i,US_East
2012,1,303137.3136,69.8,53.4,61.6,2,Kaua'i,US_East
2012,2,282099.8954,65.9,50.6,58.25,1,Kaua'i,US_East
2012,3,306920.9613,68.8,53,60.9,0,Kaua'i,US_East
2012,4,243252.4192,69.6,53.3,61.45,1,Kaua'i,US_East
2012,5,270646.38,71.4,54.1,62.75,0,Kaua'i,US_East
2012,6,365489.761,71.5,55.5,63.5,1,Kaua'i,US_East
2012,7,331394.646,72.6,56.2,64.4,0,Kaua'i,US_East
2012,8,291249.9068,74.5,57.2,65.85,0,Kaua'i,US_East
2012,9,250002.6519,72.2,56.5,64.4,1,Kaua'i,US_East
2012,10,245669.0264,73.2,57,65.1,1,Kaua'i,US_East
2012,11,223081.5898,71.8,54.7,63.25,2,Kaua'i,US_East
2012,12,274610.8035,70.5,54.6,62.55,2,Kaua'i,US_East
2013,1,328544.1601,68.6,52.8,60.7,2,Kaua'i,US_East
2013,2,291949.1307,68.8,50.3,59.55,1,Kaua'i,US_East
2013,3,286303.5246,67.7,51.3,59.5,0,Kaua'i,US_East
2013,4,242242.3847,67.6,51.9,59.75,1,Kaua'i,US_East
2013,5,290001.5585,71.1,56.3,63.7,0,Kaua'i,US_East
2013,6,338354.2205,70.2,54.8,62.5,1,Kaua'i,US_East
2013,7,342978.8352,74.4,57.9,66.15,0,Kaua'i,US_East
2013,8,302572.1997,74.9,57,65.95,0,Kaua'i,US_East
2013,9,243613.7261,75.6,58.2,66.9,1,Kaua'i,US_East
2013,10,260210.7889,73.2,58.1,65.65,1,Kaua'i,US_East
2013,11,210021.3938,62.2,49,55.6,2,Kaua'i,US_East
2013,12,270088.5689,63.4,49.7,56.55,2,Kaua'i,US_East
2014,1,323799.2042,67.4,52.7,60.05,2,Kaua'i,US_East
2014,2,283136.5572,69.3,55.4,62.35,1,Kaua'i,US_East
2014,3,295925.3507,68.9,54,61.45,0,Kaua'i,US_East
2014,4,249878.793,70.6,54.3,62.45,1,Kaua'i,US_East
2014,5,297622.3026,71.1,56.3,63.7,0,Kaua'i,US_East
2014,6,341305.5455,71.3,54.4,62.85,1,Kaua'i,US_East
2014,7,355560.1981,75.2,58.4,66.8,0,Kaua'i,US_East
2014,8,289440.3028,76.4,58.4,67.4,0,Kaua'i,US_East
2014,9,234066.1135,65.6,51.6,58.6,1,Kaua'i,US_East
2014,10,254729.1695,74.2,59.4,66.8,1,Kaua'i,US_East
2014,11,203384.1589,71.9,56.5,64.2,2,Kaua'i,US_East
2014,12,288028.25,67.9,51,59.45,2,Kaua'i,US_East
2015,1,313832.8279,62.9,48.2,55.55,2,Kaua'i,US_East
2015,2,283904.6177,68.8,53.9,61.35,1,Kaua'i,US_East
2015,3,293215.9659,68,52.5,60.25,0,Kaua'i,US_East
2015,4,252935.1317,72.2,55,63.6,1,Kaua'i,US_East
2015,5,298245.4774,65.6,51.5,58.55,0,Kaua'i,US_East
2015,6,344125.6072,73.1,55.5,64.3,1,Kaua'i,US_East
2015,7,361094.4856,75.5,60.3,67.9,0,Kaua'i,US_East
2015,8,277673.8343,77,62.9,69.95,0,Kaua'i,US_East
2015,9,226371.3752,73.4,60.4,66.9,1,Kaua'i,US_East
2015,10,254228.125,75.3,59.5,67.4,1,Kaua'i,US_East
2015,11,208095.7454,71.6,56.2,63.9,2,Kaua'i,US_East
2015,12,301573.0355,50.1,38.7,44.4,2,Kaua'i,US_East
2007,1,399543.6833,80.9,68.8,74.85,2,Kaua'i,US_West
2007,2,403291.5517,80.2,66.7,73.45,1,Kaua'i,US_West
2007,3,508502.8504,80.5,67.9,74.2,0,Kaua'i,US_West
2007,4,537168.3078,83.6,69.7,76.65,1,Kaua'i,US_West
2007,5,537468.0528,85,71.6,78.3,0,Kaua'i,US_West
2007,6,625215.883,87.3,74.1,80.7,1,Kaua'i,US_West
2007,7,670626.02,88,75.2,81.6,0,Kaua'i,US_West
2007,8,650987.0367,88.3,75.8,82.05,0,Kaua'i,US_West
2007,9,478746.2046,88.2,74.9,81.55,1,Kaua'i,US_West
2007,10,498260.3109,86.3,74,80.15,1,Kaua'i,US_West
2007,11,509835.249,82.7,70.5,76.6,2,Kaua'i,US_West
2007,12,564294.5965,80,71.1,75.55,2,Kaua'i,US_West
2008,1,401371.471,79.5,67.6,73.55,2,Kaua'i,US_West
2008,2,399462.1056,81,68.4,74.7,1,Kaua'i,US_West
